0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
disaster,country,area,support,victim,report,time,u,one,pray,brother,heart,devastating,life,world,hit,donate,relief,family,many,impact,turkish,hi,emergency,i’m
country,u,victim,life,donate,time,support,one,disaster,pray,report,family,devastating,brother,area,emergency,god,relief,syrian,turkish,hit,toll,hour,building,world
victim,country,u,disaster,family,one,time,life,devastating,support,donate,pray,world,heart,toll,area,relief,syrian,god,hour,brother,building,thousand,rescued,child
u,support,country,time,one,donate,life,victim,turkish,world,disaster,ago,toll,pray,report,syrian,family,many,info,area,thousand,devastating,hit,lost,child
report,time,u,area,disaster,support,country,ago,info,donate,life,family,one,min,victim,safety,use,toll,data,world,hour,syrian,dead,relief,ml
report,disaster,area,toll,country,u,family,time,life,support,one,pray,many,donate,devastating,i’m,thousand,data,victim,reply,god,use,safety,hi,impact
toll,report,time,disaster,life,u,country,victim,hit,pray,area,one,devastating,family,heart,brother,building,support,relief,child,world,use,ago,rescuer,hour
report,toll,time,u,disaster,country,hour,area,pray,relief,brother,life,one,victim,world,support,god,family,rescued,india,heart,rescuer,data,building,girl
toll,disaster,area,relief,time,report,life,one,u,country,pray,victim,hour,family,rescued,still,girl,emergency,devastating,turkish,brother,support,heart,thousand,world
toll,victim,life,support,time,disaster,country,u,area,devastating,relief,family,one,world,hour,rescuer,report,hit,turkish,day,syrian,humanitarian,donate,still,rescued
toll,time,country,disaster,area,victim,support,devastating,relief,u,hour,life,one,hit,family,donate,building,injured,turkish,humanitarian,city,report,day,syrian,rescued
disaster,victim,country,one,support,u,life,area,toll,hour,devastating,humanitarian,relief,turkish,time,syrian,donate,11000,family,day,report,world,still,hit,safety
twitter,victim,support,area,turkish,disaster,life,country,one,devastating,u,toll,report,government,time,family,thousand,relief,humanitarian,syrian,emergency,hour,elonmusk,effort,still
twitter,country,disaster,area,u,victim,life,support,devastating,one,time,report,relief,toll,turkish,syrian,government,thousand,donate,hour,effort,family,humanitarian,hit,day
victim,u,country,support,syrian,disaster,one,area,world,turkish,life,day,time,devastating,twitter,family,report,donate,humanitarian,relief,many,effort,use,ago,emergency
victim,report,u,time,support,disaster,turkish,country,life,ago,donate,one,info,twitter,world,day,humanitarian,toll,government,hour,syrian,donation,use,child,hit
u,support,twitter,use,donate,safety,info,data,ago,strike,ml,230208,dpt,emsc,purpose,powered,life,victim,min,turkish,report,disaster,time,country,hour
info,ago,report,safety,use,min,u,data,life,time,ml,disaster,dpt,emsc,purpose,powered,turkish,country,one,twitter,local,area,toll,strike,hit
report,toll,use,u,disaster,data,purpose,safety,info,ml,230209,dpt,emsc,powered,turkish,15000,relief,ago,one,time,country,strike,min,victim,support
toll,relief,disaster,one,report,safety,use,15000,area,data,ml,powered,day,country,info,230209,dpt,emsc,purpose,india,life,time,ago,hour,victim
toll,disaster,time,country,life,victim,u,15000,one,day,area,report,died,building,devastating,hour,turkish,relief,family,still,rescued,ago,quake,use,hit
disaster,area,victim,support,toll,day,life,devastating,country,report,time,region,u,hit,ago,info,hour,relief,building,humanitarian,16000,one,syrian,rescued,world
disaster,area,toll,support,report,u,life,time,victim,day,turkish,country,one,relief,ago,info,died,hour,devastating,min,syrian,family,donate,world,say
u,support,victim,disaster,area,relief,time,toll,turkish,country,hour,one,life,donate,world,child,devastating,syrian,hit,effort,day,report,search,humanitarian,donation
disaster,report,toll,area,support,relief,victim,u,country,life,one,devastating,time,turkish,donate,syrian,day,humanitarian,effort,hit,hour,ago,info,donation,many
disaster,support,victim,report,country,relief,toll,u,devastating,life,family,one,area,turkish,time,hour,donate,day,ago,rescued,humanitarian,syrian,world,info,survivor
toll,20000,victim,country,disaster,u,life,devastating,one,support,area,report,hour,ago,info,relief,data,safety,humanitarian,turkish,donate,day,purpose,emsc,use
toll,report,support,info,victim,effort,ago,relief,hour,20000,use,safety,life,syrian,still,devastating,strike,country,u,day,one,min,data,purpose,donate
disaster,report,area,toll,support,ago,u,life,info,victim,data,use,world,country,safety,emsc,min,ml,230209,dpt,purpose,powered,day,relief,syrian
disaster,report,area,use,safety,info,life,purpose,ago,ml,dpt,data,emsc,powered,toll,one,impact,i’m,relief,syrian,hi,u,bot,reply,min
report,disaster,u,info,toll,day,ago,data,life,use,safety,min,ml,230210,dpt,emsc,purpose,powered,area,strike,relief,impact,time,usgs,i’m
