0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
يالله,كن,يوم,قلوبنا,عليه,الدنيا,الصبر,علينا,إنا,ربنا,هي,لحظة,الضحايا,الآن,بعبادك,الركام,جرحاهم,نحن,له,ويرحم,حلب,طفل,أرحم,كتير,شخص
قد,شهادة,فِي,رحمتك,•,يمكن,الأرض,نحن,منها,بعبادك,الإنسانية,عليه,يوم,فقط,اختبار,هناك,وما,بكثير,سوريا،,العربية,السعودية,ذلك,عنا,مرعش,ريختر
اختبار,علي,شهادة,اي,بس,العام,فيها,عايز,آيلتس,الأكاديمي,•,عليه,يكون,انت,؟,الوكيل,لها,كانت,مستقبلك,واقف,الايلتس؟,نفسك,تقدم,منح,ومعندكيش
جرحاهم,عليهم,بك,شر,وما,المصابين,ظهر,شيء,عليه,برحمتك,العالمين,منها,بطن,وجميع,فيهم,مرضاهم,واشف,ذلك,إنا,؟,والمحن,مكان,مصابهم,الدنيا,وسلم
لنا,والطوارئ,حصيلة,وما,البحث,المصدر,عليه,فِي,والإنقاذ,وأنت,كن,ربنا,الراحمين,ليس,البلاد,العالمين,والمحن,منها,صرف,سعر,آلاف,الضحايا,برحمتك,شر,أرحم
نائب,بين,البحث,دولة,سورية,تحمي,رأس,صباح,وصول,الآن,أخيها,وما,منطقة,منظمة,بسبب,جديد,مصابهم,درجات,الهزات,الارتدادية,المصدر,الأوروبي,والإنقاذ,إن,ريختر
هو,طفل,سورية,الإنسانية,رحمتك,أنقاض,المتضررين,برحمتك,الدفاع,يوم,بين,عائلته,عمليات,آخر,اللي,قد,عبر,الوضع,الأحمر,كُنْتَ,كبير,والله,الراحمين,السوريين,الطفل
حالة,المنكوبة,لمدة,المصدر,ألف,لـ,الطوارئ,بين,القلب,أشهر,هناك,الكارثة,يكون,الآن,شخص,3,أكبر,اللي,المنطقة,دولة,الإنسانية,aa,؟,بلا,هي
اللي,وزير,المصدر,الداخلية,إنا,هو,أي,بس,عليهم,تم,وما,كارثة,او,فيها,المدني,والله,aa,هي,فقط,الدول,السورية,الجوية,غير,الدفاع,منذ
هي,عائلة,مليون,أنقاض,دولار,الحياة,فيه,الي,المدني,عمليات,والطوارئ,40,بسبب,هم,فى,إن,تم,كاملة,اللي,الشمال,عبر,المنكوبين,حصيلة,يوم,فرحة
وزير,عائلة,الدفاع,كاملة,⁧⁩,لمساعدة,الركام,المدني,عمليات,40,فرحة,الشمال,وما,تم,المصدر,الحياة,المتضررين,المتحدة,عبر,ساهم,بسبب,اللي,أنقاض,والله,منصة
مطار,ب,طائرة,البحث,الدفاع,شاهد,وما,اي,بين,الدولي,كيف,جزائر,الملك,أي,حدوث,وصول,الآن,يلي,فيديو,القلب,فريق,للتبرع,40,المدني,عائلة
أرضية,الوضع,مقياس,بها,جرحاهم,44,اليومقبلالغد,درجة,فلسطين,ريختر,شعر,الآن,يضرب,حصيلة,رصد,3,أحياء,إنا,ورحمتك,او,تعاني,عائلة,وفاة,الشام,الإنسانية
⁦⁩,⁧⁩,أي,عمو,وأنت,المباني,الدفاع,حدا,أنقاض,الشمال,سورية,تصل,طفلة,سلقين,السعودية,بالكامل,جدا,الركام,المدني,بعبادك,ليس,بفضل,اذا,فلسطين,اللي
لإغاثة,عطاؤكم,يخفف,الحملة,⁧⁩,الشعبية,متضرري,العقوبات,عنهم,⁦⁩,علي,اغيثوهم,نسخة,العربي,الحمد,بسوريا,اَلسَلامُ,عَلَيْكُم,وَرَحْمَةُ,اَللهِ,وَبَرَكاتُهُ,الجسد,الشمال,بشار,سورية
عليّ,مرة,او,هم,كم,اللَّهُمَّ,مُحَمَّدٍ,وكم,بعمر,عند,اي,غرب,؟,العقوبات,السوريين,مناطق,تم,لحظات,إيبدو,حرية,هكذا,اذا,مسن,الْحَقَّ,د
العظيم,استغفر,واتوب,اليه,والطوارئ,عموم,إلى2470,death,toll,earthquake,بك,ومن,الحملة,الشعبية,لإغاثة,6234,طائرة,لمتضرري,الكارثة,المساعدة,هناك,عمليات,يكون,جديدة,متضرري
وزير,البيئة,السورية,والإعمار,لحظة,إرتفاع,درجة,سوري,طفلة,الآن,البحث,قتيل,7108,سلطنة,لنقل,لمساعدة,برحمتك,مصابهم,البحر,سطح,والإنقاذ,حصيلة,9500,684,ارتدادية
حصيلة,طفل,سوري,هي,الحياة,لمساعدة,وفاة,يوم,كارثة,كهرمان,مرعش,الدول,الدفاع,المدني,مَن,وميادين,الإنسانية,تركي,هل,الصورة,السورية,لكن,عليه,الدمار,الآن
فريق,شكرا,هو,اللي,الجزائري,العالمين,أين,وهو,الصحة,الدفاع,المدني,ربنا,والطوارئ,حصيلة,لضحايا,برحمتك,طفل,البحث,مش,المتضررة,مليون,كن,إن,شخص,ناس
المتحدة,النظام,سورية,سوري,قتيلا,الإنسانية,أنطاكيا,10,الدفاع,المدني,غربي,كثير,شيء,فريق,الضحايا,المتضررين,ملايين,الأمم,⁦⁩,إنا,…,سكان,بسبب,طائرات,كانت
الآن,9057,العقوبات,خلال,المنهارة,حصيلة,أرضية,غير,نائب,الذين,ألف,يمكن,هو,قليل,نابلس,هل,نحو,والجرحى,والمباني,6444,قتيل,الإغاثة,جمع,يجب,دولة
منذ,؟,المنكوبة,المتضررين,السورية,الآن,فريق,الإغاثة,انتشال,سورية,الدول,السوريين,المساعدة,كارثة,أي,هي,الدفاع,هو,الدولي,لضحايا,الطفل,الوضع,الشمال,حلب,حالة
الاهلي,الأهلي,ريال,مدريد,أرضية,النتيجة,الدقيقة,درجات,شيء,1,الجزائرية,الهدف,للريال,إن,طفل,بين,الريال,الهلال,لمساعدة,سوري,فريق,السورية,إذا,اللي,مساعدة
اللي,عالقين,بين,مَا,فِي,جميل,راح,احكي,50,سد,موضوع,مهم,الموضوع,هذي,كيف,علينا,صورة,شيء,إذا,الجميع,شعبه,وبعض,يزيد,المعتمدة,أس
أي,التبرعات,وما,لكل,سورية,،،,بس,الان,محمد,لو,والله,ب,سوري,أرحم,تتيح,لمديري,المشاريع,حياتهم,مجموعة,به,اي,مؤسسة,البحث,رغم,بحاجة
الشمال,تبرعات,⁧⁩,المأساة,ماتوا,حملة,الذين,الخروج,بطن,هناك,عليهم,رجال,لمساعدة,الدول,يحملون,بطولة,العصابة,لأنها,عندما,مساعدة,سورية,فيه,يساعد,بيوتهم,خشيةَ
وما,كيف,البحث,خاصة,بشكل,حال,بِهِ,لحظة,تريد,وقتك,لبنان,الحبيبة,وراء,الواجب,توقف,الي,كامل,قدرة,وفرق,انقاذ,قلوبهم,السكينة,الانقاذ,أَوْ,الحمدلله
بسبب,هو,أسد,إله,شيء,يتم,السورية,إن,الاتحاد,الدول,حصيلة,عرب,البحث,صباح,هي,الأرض,بينما,اكثر,بين,يوم,والطوارئ,عموم,بهذا,العرش,لكم
جميع,الشمال,ونعم,الوكيل,المدني,قد,المنكوبين,الإنسانية,وصول,لمتضرري,عمليات,والطوارئ,السوريين,كبيرة,تم,خلال,نهر,نحو,غرب,كما,انتشال,عنهم,بسبب,حسبنا,المزيد
فريق,أردوغان,وصول,اللي,يوم,الي,لضحايا,المتضررة,درجة,المبعوث,الأممي,محمد,العبدالله,تعازي,بضحايا,؟,تدخل,قيد,او,هناك,الشمال,كهرمان,مرعش,والطوارئ,بولاية
اللَّهُمَّ,مُحَمَّدٍ,أُمَّةَ,الرابط,عَنْ,التفاصيل,للمتضررين,وصول,منها,may,allah,سُبْحَانَهُ,وَتَعَالَىٰ,grant,relief,calamity,make,easy,أَصْلِحْ,فَرِّجْ,أُمَّةِ,ارْحَمْ,الإنسانية,مش,شخص
المتحدة,للأمم,العام,الأمين,16170,الركام,انقاذ,تم,الحصار,كبير,خلال,الآن,وقفة,تضامنية,للمطالبة,بـ,المفروض,البلاد,الدمار,الشمال,مليون,أكبر,المدني,الإغاثة,أحد
وصول,الدفاع,المدني,معبر,الدول,أخبار,فريق,وفاة,رسالة,بين,لمتضرري,يجب,هو,عبر,الحدودي,منطقة,دعم,والمنظمات,غير,لمتابعة,تلغرام,فيه,تُرى,السورية,يكون
اين,يلي,عبر,الحياة,الشمال,الإغاثة,إليه,المنكوبة,فريق,17134,طفل,نحن,السوريين,ارجوكم,هناك,السورية,معكم,كانت,وطني,تم,عليه,وصول,والطوارئ,شخصًا,الإنسان
وأكثر,عبر,الصحة,حصيلة,غربي,فلسطين,قادر,يلي,منظمة,العالمية,فيديو,وقت,وزير,الخارجية,أرضية,مركزها,هيك,الي,مش,مليون,هو,الدولية,وزارة,قتيلا,مصاب
عبر,معبر,إن,وصول,قافلة,ومعدات,المدني,لن,إنا,راجعون,السورية,نصيب,جابر,الحدودي,تحمل,مواد,غذائية,وطبية,إيواء,حسبنا,ونعم,الوكيل,حجم,لإغاثة,وسلم
تعالى,وسلم,وبارك,مُحمد,فَاللَّهُ,خَيْرٌ,حَافِظًا,وَهُوَ,أَرْحَمُ,الرَّاحِمِينَ,اللَّهُم,صلِّ,نبينا,هو,ونعم,ممكن,اللي,يوم,أثناء,الانقاذ,بخير,بفضل,وتحديداً,انطاكيا,وبعدها
هذي,سوري,وقت,الإنسانية,محمد,وصلت,مشهد,السعودية,حملة,الملك,سلمان,المصريين,المملكة,دائماً,الدول,الإنساني,عند,recite,وَلَمْ,يَكُن,لَّهُۥ,مستلزمات,الأميركية,الطفل,شاهد
اجرام,معهم,يمكن,يكون,آل,سلمان,؟,عبر,الملك,مفتوحة,ينصركم,هي,شارك,التبرعات,بعضها,نحنا,لازم,نطلب,الدول,انو,يتبرعولنا,ب,ناس,بتعرف,الحلال
